Date,Time,Stop/Station,Passenger_Count,Vehicle_ID,Latitude,Longitude,Temperature (°C),Precipitation (mm),Humidity (%),Age_Group,Gender,Feedback
2023-08-03,11:03,Kuala Lumpur,131,TRAIN87,6.373902571333722,109.37309002112431,19,3,70,18-24,Female,Driver was friendly
2023-07-02,08:19,Cameron Highlands,120,BUS281,6.496654619874583,114.49363243437742,19,4,98,40-60,Male,Poor signage at the station
2023-01-29,14:00,Kuching,71,BUS251,1.855006901090205,103.63511180086368,14,3,97,40-60,Male,Poor signage at the station
2022-03-15,20:20,Port Dickson,96,BUS874,5.5282047520458395,104.20782856782965,18,3,94,40-60,Female,Cleanliness was lacking
2022-10-25,00:34,Langkawi,57,BUS840,6.149358791243028,102.98625384966017,13,4,91,18-24,Male,Missing value
2023-01-30,11:05,Kuala Lumpur,146,BUS199,6.898624443025183,103.76152771699994,13,1,60,25-40,Female,Outlier
2023-06-24,21:24,Port Dickson,13,BUS259,6.183871903375128,105.49148398634098,15,2,86,25-40,Male,Cleanliness was lacking
2023-03-06,02:07,Ipoh,110,BUS251,5.097499637630423,119.85618915391856,15,1,85,25-40,Female,Train was overcrowded
2022-07-19,12:11,Port Dickson,70,BUS932,2.6476651900364656,100.82916924773942,20,2,92,18-24,Male,Route was confusing
2023-02-28,19:28,Malacca,69,BUS768,2.868699312284452,105.36026894033805,16,4,64,25-40,Male,Bus arrived on time
2022-03-03,22:31,Kota Kinabalu,98,BUS696,5.741052032188087,108.42725208714674,27,0,80,25-40,Female,Route was confusing
2022-12-08,01:16,Kuching,98,TRAIN11,3.486215310902094,118.6832355911385,16,4,97,25-40,Male,Route was confusing
2022-02-14,18:18,Kuala Lumpur,109,BUS978,6.098807174062943,105.4433370334714,19,3,77,18-24,Male,Route was confusing
2022-03-30,14:21,Malacca,75,BUS211,3.8253349605780773,106.9465253463295,16,2,50,40-60,Female,Route was confusing
2022-02-03,15:47,Johor Bahru,94,BUS176,4.994288407181124,110.19276691289058,18,4,84,25-40,Male,Route was confusing
2023-10-08,05:33,Kuala Lumpur,17,BUS148,6.7336285084734655,101.33264831517678,24,1,55,25-40,Female,Service was excellent
2022-08-21,10:02,Kuching,96,BUS186,2.2737212024691518,101.801825006033,25,0,64,40-60,Female,Cleanliness was lacking
2022-02-06,08:55,Kuala Lumpur,54,TRAIN04,2.730967764052879,103.71519753642488,15,1,82,40-60,Male,Bus arrived on time
2023-04-05,19:15,Kuching,42,BUS759,3.6994531990283326,105.23735837421184,24,1,50,18-24,Male,Cleanliness was lacking
2022-10-18,07:44,Johor Bahru,43,TRAIN93,5.716397854470053,110.37186549126847,12,3,53,40-60,Male,Train was overcrowded
2022-07-17,03:33,Kuala Lumpur,87,BUS466,5.920408971995186,110.70334270332965,19,2,62,18-24,Female,Train was overcrowded
2022-09-12,16:49,Johor Bahru,139,BUS710,5.9115925587013,115.26025256505002,24,2,75,25-40,Male,Bus arrived on time
2022-03-22,16:56,Kota Kinabalu,13,BUS956,2.9668677319015213,109.00810965708774,22,4,81,25-40,Female,Service was excellent
2023-03-23,05:51,Kuala Lumpur,72,BUS373,1.5313807038725695,114.09035554998906,21,3,53,18-24,Male,Service was excellent
2022-05-17,10:19,Georgetown,110,TRAIN51,1.8923477835389872,114.1516585884834,24,4,93,18-24,Male,Bus arrived on time
2022-07-09,17:45,Malacca,37,TRAIN28,1.9326543831859078,119.24075784169908,10,2,57,25-40,Male,Service was excellent
2022-05-10,00:22,Port Dickson,108,TRAIN67,5.026538107219567,106.60054001401308,19,3,78,40-60,Male,Service was excellent
2022-07-29,01:38,Malacca,119,BUS217,4.349761843258965,107.19326281627086,18,2,97,25-40,Male,Route was confusing
2023-01-04,09:05,Kota Kinabalu,90,TRAIN61,2.0860994516196527,113.91447701253497,22,3,63,18-24,Male,Station was well-maintained
2022-10-19,12:42,Kota Kinabalu,124,TRAIN02,3.704919425915949,107.46527646907991,19,0,97,25-40,Male,Station was well-maintained
2023-01-12,23:16,Kota Kinabalu,25,TRAIN48,4.050546557307251,116.57153055730078,25,0,63,40-60,Male,Driver was friendly
2022-12-14,17:04,Langkawi,216,TRAIN51,5.667669941124219,101.79515426218927,11,2,89,40-60,Male,Seats were uncomfortable
2022-06-18,14:45,Port Dickson,110,BUS126,4.495413278793389,113.88666903947343,12,3,64,18-24,Male,Delay in departure
2022-06-26,21:17,Johor Bahru,17,TRAIN70,3.263063324710516,103.109483831588,12,4,76,40-60,Male,Seats were uncomfortable
2023-06-22,06:28,Ipoh,50,TRAIN86,6.696397570829573,111.0115152206248,21,0,90,25-40,Male,Cleanliness was lacking
2022-11-20,10:05,Langkawi,48,TRAIN39,4.015482202743099,110.12366298160077,10,4,72,18-24,Male,Missing value
2023-05-24,04:36,Port Dickson,119,TRAIN92,6.16931234152907,113.55741921479611,28,0,96,40-60,Male,Driver was friendly
2022-04-25,20:55,Johor Bahru,47,TRAIN50,3.6500312983551515,111.22898260174436,16,2,50,18-24,Male,Missing value
2022-01-30,18:50,Kuala Lumpur,123,BUS212,1.0897745416473381,110.84405238207822,19,4,96,40-60,Female,Poor signage at the station
2022-10-17,22:53,Cameron Highlands,111,BUS854,4.612798211494653,110.23069002644759,19,3,77,18-24,Male,Delay in departure
2022-05-27,10:43,Penang,96,BUS730,5.81455500087342,115.57355688690713,27,0,98,40-60,Male,Outlier
2022-10-01,14:51,Port Dickson,59,TRAIN72,2.7030870252214028,105.37240747894647,13,3,53,18-24,Male,Service was excellent
2022-08-10,16:56,Ipoh,40,BUS805,5.238070361653934,103.21884245152819,24,1,77,18-24,Female,Seats were uncomfortable
2022-12-07,01:40,Cameron Highlands,81,BUS062,3.7807672438899504,100.25217618966015,19,4,78,40-60,Male,Seats were uncomfortable
2023-05-25,07:05,Ipoh,63,TRAIN67,3.124189162473326,102.63752994038215,17,0,66,18-24,Female,Duplicate
2023-05-30,15:55,Georgetown,113,BUS909,1.36074271285472,112.90148480541716,16,3,78,40-60,Female,Driver was friendly
2022-03-11,09:52,Langkawi,146,BUS890,3.1339812633481174,114.42105443595581,16,2,71,18-24,Male,Missing value
2022-12-24,00:23,Port Dickson,28,TRAIN36,5.8526036642708075,112.59173719677523,19,1,76,40-60,Male,Station was well-maintained
2023-07-11,14:34,Missing value,35,BUS693,5.774708466739494,101.37241764641183,21,1,91,18-24,Male,Seats were uncomfortable
2022-11-19,19:25,Kota Kinabalu,12,TRAIN82,6.05379118082976,115.45204341377408,18,3,54,40-60,Female,Poor signage at the station
2023-09-16,21:04,Penang,114,BUS204,5.793427573231142,110.324659314437,15,4,93,40-60,Female,Train was overcrowded
2022-04-02,00:59,Penang,113,TRAIN44,5.600229634267306,104.80159539917675,22,2,62,25-40,Female,Bus arrived on time
2022-12-08,20:05,Malacca,107,BUS511,6.001537626021474,111.73159037002308,17,3,73,25-40,Female,Duplicate
2023-02-28,17:04,Kuala Lumpur,13,BUS090,5.917788083839861,108.31847841862096,14,3,71,18-24,Female,Driver was friendly
2023-07-06,00:49,Malacca,36,TRAIN34,2.325896572969944,113.947101634701,23,3,84,18-24,Female,Duplicate
2023-10-25,17:08,Penang,121,BUS602,5.243545297807582,109.91378555600781,17,3,56,25-40,Female,Seats were uncomfortable
2023-02-19,09:36,Malacca,123,TRAIN08,6.978697198975013,100.71960722701563,17,3,70,40-60,Female,Delay in departure
2023-10-20,09:44,Penang,125,BUS242,1.8706347748192103,112.89253302213508,11,3,87,18-24,Female,Route was confusing
2023-12-12,16:35,Langkawi,75,BUS600,5.412598555905422,114.22773499809168,24,2,65,40-60,Female,Duplicate
2022-10-02,00:14,Kuching,116,TRAIN60,6.533027266834036,112.94131883931021,18,2,64,40-60,Female,Poor signage at the station
2022-02-13,23:32,Port Dickson,92,TRAIN63,4.910452814689465,118.29345774239334,19,3,84,18-24,Male,Missing value
2022-03-25,11:33,Kota Kinabalu,81,BUS525,3.05204568825486,106.66224177162293,14,2,75,18-24,Male,Bus arrived on time
2023-03-10,18:46,Langkawi,79,BUS754,5.032691326024158,104.56072873361488,23,0,62,40-60,Female,Bus arrived on time
2022-04-04,12:08,Ipoh,68,BUS935,6.566634297559772,110.20561404894715,16,0,54,40-60,Male,Driver was friendly
2022-06-24,05:56,Kota Kinabalu,111,TRAIN67,6.612031788922194,116.13699090069808,22,1,91,18-24,Male,Seats were uncomfortable
2023-02-10,02:17,Kuala Lumpur,44,TRAIN78,6.197706251029031,113.73589414847686,16,0,63,18-24,Male,Poor signage at the station
2022-07-21,15:03,Langkawi,98,BUS849,4.33910326976773,108.49509153087416,15,1,93,40-60,Female,Delay in departure
2023-05-14,21:48,Cameron Highlands,104,TRAIN32,4.4310028107893915,103.3514160640518,17,2,82,40-60,Male,Outlier
2023-04-26,18:29,Malacca,138,BUS980,6.756861078333091,103.38159002276308,23,3,68,40-60,Male,Outlier
2022-11-26,05:56,Kuching,119,BUS442,4.974007630102307,108.7350505625416,12,3,64,18-24,Female,Train was overcrowded
2023-06-25,22:18,Kuala Lumpur,57,TRAIN31,1.1213431517709125,117.94704013793861,26,0,88,40-60,Female,Poor signage at the station
2022-07-29,07:55,Kuala Lumpur,130,BUS844,2.662131288867812,108.50180483128747,12,2,86,18-24,Male,Train was overcrowded
2023-09-10,17:26,Georgetown,14,TRAIN55,3.34304198272928,118.69695269709523,16,4,90,25-40,Male,Delay in departure
2023-07-30,04:45,Malacca,74,BUS576,3.920760291571706,109.36964793724174,18,3,76,40-60,Male,Bus arrived on time
2022-01-17,19:47,Kota Kinabalu,70,TRAIN97,2.822006572544648,100.73430736856432,12,2,80,40-60,Female,Missing value
2022-04-17,19:14,Ipoh,78,BUS325,2.2865523000272496,105.22485645232139,14,3,89,18-24,Female,Seats were uncomfortable
2022-06-14,18:57,Kuching,15,TRAIN55,5.263538460509076,100.2384306798158,28,0,50,18-24,Male,Train was overcrowded
2023-08-30,00:27,Malacca,32,TRAIN83,2.0150184702301748,103.97752066054002,22,4,83,25-40,Male,Service was excellent
2023-06-21,04:38,Johor Bahru,93,TRAIN67,1.546554646347401,109.21564725987167,15,3,74,18-24,Female,Train was overcrowded
2023-09-21,20:44,Georgetown,86,TRAIN90,3.4602710079467793,109.49533634619031,23,2,66,25-40,Female,Delay in departure
2022-07-11,03:18,Penang,71,TRAIN87,5.863153177900422,119.81426432655485,23,1,58,40-60,Female,Train was overcrowded
2022-07-15,13:51,Malacca,42,TRAIN07,5.561629083196518,102.78664980605721,23,3,82,40-60,Female,Route was confusing
2022-11-04,17:31,Georgetown,40,TRAIN33,2.4183558315128186,111.7358897728811,23,1,51,18-24,Male,Duplicate
2022-05-17,01:18,Malacca,94,TRAIN38,2.6013732422018556,102.24296768027367,11,2,66,18-24,Female,Train was overcrowded
2022-04-04,12:47,Ipoh,79,TRAIN66,6.922885569843085,107.05531522521301,20,3,73,25-40,Male,Poor signage at the station
2022-03-29,07:34,Penang,98,TRAIN26,1.4457698998065238,113.14962055431293,18,4,79,18-24,Female,Delay in departure
2022-06-10,07:30,Johor Bahru,80,TRAIN77,1.4718882491821692,111.39699368403276,26,0,57,40-60,Male,Missing value
2022-05-28,13:16,Port Dickson,23,TRAIN92,1.543953556624983,106.6121561221547,29,0,79,40-60,Female,Driver was friendly
2023-08-08,01:24,Kota Kinabalu,89,TRAIN09,2.9426536020239817,113.42363406350664,12,2,87,18-24,Female,Poor signage at the station
2023-04-01,16:45,Malacca,121,TRAIN96,5.583021911928769,113.68441297924986,18,4,51,40-60,Male,Delay in departure
2022-03-29,05:50,Johor Bahru,53,TRAIN61,6.3441507808741315,104.31133303480692,12,4,98,40-60,Male,Driver was friendly
2022-01-14,16:12,Ipoh,77,BUS206,6.594488571876179,107.88569515900522,25,0,91,40-60,Female,Station was well-maintained
2022-11-11,04:48,Langkawi,19,BUS081,2.514441591834861,108.09598107537445,19,1,96,40-60,Male,Route was confusing
2023-08-17,19:46,Ipoh,64,TRAIN46,3.761078439702045,117.6210385029702,15,2,89,18-24,Male,Duplicate
2022-05-01,08:14,Penang,98,BUS313,1.561047722103585,113.009568664135,16,4,66,18-24,Male,Service was excellent
2023-12-17,17:10,Cameron Highlands,132,TRAIN09,4.337400539190626,113.99883761362854,22,3,92,18-24,Female,Driver was friendly
2022-10-09,14:38,Port Dickson,65,BUS490,1.0392404259313335,103.48304956665935,15,2,86,25-40,Male,Bus arrived on time
2023-03-03,13:04,Penang,59,BUS665,3.7578017185783708,119.7464817906788,26,0,76,40-60,Female,Bus arrived on time
2023-04-16,22:15,Port Dickson,30,BUS497,6.8824622590050835,106.1847835672398,13,3,82,18-24,Female,Seats were uncomfortable
2022-10-12,14:42,Ipoh,71,TRAIN50,1.8425468027576246,110.15513044565857,16,2,98,40-60,Male,Train was overcrowded
2022-10-04,11:31,Cameron Highlands,50,TRAIN89,2.264538066754342,102.18757058863899,16,2,70,40-60,Female,Train was overcrowded
2022-11-21,22:46,Port Dickson,136,TRAIN40,2.6658674298798735,104.94414275330097,17,1,92,18-24,Female,Station was well-maintained
2023-06-19,11:20,Georgetown,77,TRAIN18,6.2007320988754495,103.35004563325006,20,3,59,18-24,Female,Bus arrived on time
2022-08-16,23:02,Cameron Highlands,47,BUS450,6.339958742382788,115.61260757009185,16,0,68,18-24,Female,Seats were uncomfortable
2023-08-19,00:31,Malacca,141,TRAIN41,6.671682826229395,118.5341526315249,20,2,86,18-24,Female,Cleanliness was lacking
2023-10-10,14:06,Johor Bahru,43,BUS129,2.4904398333318625,113.54732108202214,24,1,67,25-40,Male,Poor signage at the station
2023-07-28,18:22,Johor Bahru,99,BUS899,3.720961915625713,115.86549271941536,17,0,69,18-24,Male,Bus arrived on time
2023-10-16,14:59,Langkawi,32,BUS381,3.2920411163407373,103.28445869460896,18,3,58,25-40,Female,Driver was friendly
2023-06-02,13:12,Kuching,76,BUS905,4.575146731088321,108.79976563807955,24,0,75,25-40,Female,Station was well-maintained
2022-09-14,05:19,Georgetown,67,BUS570,2.7757477413378675,102.06020493123323,16,3,75,40-60,Male,Outlier
2022-05-17,23:28,Georgetown,68,TRAIN70,5.9740949003832515,118.48544087782281,23,0,61,25-40,Female,Service was excellent
2022-07-27,19:40,Ipoh,130,TRAIN13,6.436837217951837,113.72370109627694,12,3,85,40-60,Male,Driver was friendly
2023-04-09,08:57,Ipoh,57,BUS958,6.399818667114811,102.02009460708626,13,2,99,25-40,Male,Missing value
2022-05-20,15:29,Malacca,43,BUS553,2.5790966206011006,114.75940954366148,12,3,86,18-24,Female,Cleanliness was lacking
2022-01-05,20:42,Port Dickson,128,BUS537,3.906934918862262,106.06846408256278,18,0,71,40-60,Male,Train was overcrowded
2023-02-28,10:20,Kuching,209,BUS330,4.227105724084605,118.4071914385228,18,4,65,40-60,Male,Seats were uncomfortable
2022-12-15,17:00,Kota Kinabalu,39,BUS827,6.81955563092574,101.27298388347972,25,0,76,18-24,Male,Duplicate
2022-10-10,07:38,Kuala Lumpur,30,TRAIN80,3.627520770120191,106.22698964586763,25,0,78,40-60,Male,Delay in departure
2023-08-10,02:01,Georgetown,43,TRAIN93,1.418952037656395,117.05092494307263,15,0,84,25-40,Male,Route was confusing
2023-03-10,16:22,Ipoh,123,TRAIN70,4.860396214038969,102.06618562628869,13,4,68,40-60,Female,Cleanliness was lacking
2022-08-08,13:58,Ipoh,130,TRAIN63,2.046785886409234,105.47646114677526,21,0,80,40-60,Female,Driver was friendly
2023-01-09,17:22,Malacca,20,TRAIN74,3.191151881710026,103.49447240425778,20,0,78,40-60,Female,Service was excellent
2022-10-18,07:28,Georgetown,86,TRAIN42,4.108452492017307,117.85053208376634,18,2,91,25-40,Female,Bus arrived on time
2023-07-18,01:21,Cameron Highlands,220,TRAIN69,6.776653566167182,109.59727437762012,20,1,74,25-40,Female,Train was overcrowded
2023-11-02,02:32,Cameron Highlands,140,TRAIN21,1.9579431493463637,117.12095974309509,19,4,55,18-24,Female,Route was confusing
2023-03-14,18:06,Kuching,63,TRAIN74,6.111233015631941,106.52886949449147,12,4,73,25-40,Female,Poor signage at the station
2023-05-24,06:35,Langkawi,79,TRAIN41,1.112700580573844,113.38099541033814,15,0,76,25-40,Male,Missing value
2023-03-26,21:36,Kuching,138,TRAIN47,1.2874350258832754,102.01260415555795,20,4,70,18-24,Female,Cleanliness was lacking
2022-11-23,23:51,Penang,120,BUS071,3.8767832022950306,108.60757978425109,21,4,57,40-60,Female,Service was excellent
2023-05-06,18:38,Malacca,68,TRAIN85,4.434208204225438,105.15661994306136,17,3,52,25-40,Female,Delay in departure
2022-02-23,14:15,Ipoh,89,BUS021,2.1340496663594184,105.43440420109295,15,1,66,40-60,Male,Bus arrived on time
2022-04-05,17:27,Port Dickson,128,TRAIN33,2.1102503841278963,102.38347060220205,21,4,77,18-24,Female,Seats were uncomfortable
2022-03-01,21:01,Georgetown,94,TRAIN04,5.318321165867612,107.76626476243435,16,1,79,25-40,Female,Route was confusing
2022-12-03,09:51,Cameron Highlands,132,BUS063,2.8505761067557596,103.4515529751294,20,4,57,40-60,Female,Route was confusing
2023-10-29,17:11,Ipoh,145,BUS244,5.261535976975932,113.66420392461326,17,2,85,18-24,Female,Poor signage at the station
2023-09-29,00:55,Georgetown,120,BUS840,4.10497085331426,110.3476691823743,24,1,87,25-40,Male,Outlier
2022-06-13,03:57,Kuching,33,TRAIN13,3.2016299367170467,109.16671964520152,23,3,88,25-40,Female,Cleanliness was lacking
2023-07-25,22:36,Malacca,30,BUS110,1.2746325210960765,117.4801204120549,19,4,60,25-40,Male,Route was confusing
2022-04-17,20:19,Ipoh,79,TRAIN60,6.835011210893211,103.70604353037652,29,0,84,25-40,Male,Cleanliness was lacking
2022-07-21,15:05,Cameron Highlands,17,BUS202,3.280072171005642,113.98411386431506,24,4,70,18-24,Female,Outlier
2022-10-28,20:04,Kota Kinabalu,46,TRAIN80,5.737813050190275,103.7032214640426,10,4,64,25-40,Male,Service was excellent
2023-07-05,09:16,Port Dickson,121,TRAIN63,3.0201544999479495,112.57079863896566,18,4,80,40-60,Male,Train was overcrowded
2023-11-11,16:57,Ipoh,147,TRAIN12,6.38671002837955,100.7814625248838,19,1,75,25-40,Male,Service was excellent
2023-10-11,05:32,Malacca,35,TRAIN59,1.4327611150502602,100.68785286431844,10,4,88,25-40,Female,Poor signage at the station
2022-01-14,22:03,Johor Bahru,43,BUS122,2.6882863609865115,108.28081653139428,16,1,82,40-60,Female,Driver was friendly
2023-12-22,08:28,Malacca,74,BUS287,4.157222046895174,119.86392960552226,17,3,83,25-40,Female,Driver was friendly
2023-06-19,09:10,Cameron Highlands,93,TRAIN88,4.677873330962268,102.94977907977444,14,2,69,18-24,Male,Service was excellent
2023-05-20,06:28,Penang,12,BUS905,4.860725803482208,115.06460554736003,23,2,69,25-40,Male,Missing value
2022-07-29,12:11,Kuala Lumpur,26,BUS671,3.3513976058626973,111.47726605727881,15,2,79,18-24,Female,Route was confusing
2023-04-01,02:27,Cameron Highlands,136,BUS166,4.7660654421421125,105.61552923301957,24,4,87,18-24,Male,Service was excellent
2023-04-14,17:07,Malacca,97,TRAIN43,6.197343586502691,115.36300084021404,23,1,51,25-40,Male,Train was overcrowded
2023-04-19,07:38,Kuching,71,BUS106,6.028447697440894,105.90753432446814,18,2,58,25-40,Female,Bus arrived on time
2023-07-27,23:58,Kuching,68,TRAIN08,2.5137409604762513,103.37472047323048,11,3,54,25-40,Female,Route was confusing
2023-02-05,05:09,Ipoh,124,BUS430,1.2495820873291579,103.88228738791855,24,2,87,18-24,Male,Poor signage at the station
2022-02-26,12:40,Johor Bahru,35,BUS454,2.437880552679455,103.76716943705526,22,4,88,40-60,Male,Driver was friendly
2023-10-26,01:59,Penang,132,TRAIN70,5.917032478695571,115.17123330939471,16,0,75,18-24,Female,Bus arrived on time
2022-10-08,14:45,Port Dickson,50,TRAIN24,4.953501058148529,110.56905948130441,18,2,75,25-40,Male,Driver was friendly
2022-01-05,15:04,Kuching,70,TRAIN38,1.7470013589425961,113.07129678337752,18,4,87,25-40,Male,Outlier
2023-09-05,22:52,Ipoh,91,TRAIN40,1.985656366128233,117.88642755200175,14,4,88,40-60,Male,Outlier
2022-11-02,02:07,Kuala Lumpur,121,TRAIN44,2.590888512864176,103.3646810005704,18,0,73,18-24,Male,Outlier
2022-12-10,13:08,Malacca,34,TRAIN01,6.125734936155712,108.44705740591893,16,2,99,25-40,Male,Outlier
2023-06-27,05:39,Kuching,43,BUS912,3.387792101926708,113.6018203665399,19,2,63,18-24,Female,Station was well-maintained
2023-07-21,15:15,Penang,19,BUS054,3.037923940938895,106.99568786642463,24,3,82,40-60,Male,Station was well-maintained
2022-06-03,09:25,Kuala Lumpur,47,TRAIN29,2.3539191076231933,113.23212539778257,12,4,70,40-60,Female,Delay in departure
2022-12-20,22:25,Georgetown,112,TRAIN21,5.043531609968954,107.19464047431664,15,2,78,18-24,Male,Poor signage at the station
2022-12-24,19:29,Penang,149,BUS928,6.808233356106713,103.5742414069693,17,2,99,18-24,Male,Driver was friendly
2023-11-29,09:11,Kuching,26,TRAIN69,1.4760984740788308,110.68077642156415,19,1,87,40-60,Male,Bus arrived on time
2023-02-12,03:26,Kuching,93,BUS930,4.016359102003316,100.3076592231641,27,0,56,18-24,Male,Route was confusing
2023-02-16,07:18,Kota Kinabalu,71,TRAIN66,6.415271177333416,107.70159062826927,19,3,50,18-24,Male,Train was overcrowded
2022-01-30,08:01,Kuala Lumpur,132,BUS343,2.605471580183343,113.70730030403725,26,0,87,18-24,Female,Delay in departure
2023-01-07,03:50,Ipoh,131,TRAIN82,3.034218483068201,105.28783749682417,19,1,67,40-60,Female,Seats were uncomfortable
2023-09-24,17:46,Ipoh,122,TRAIN47,3.960747015668799,114.52330389046617,11,1,66,25-40,Male,Delay in departure
2023-05-18,23:10,Kota Kinabalu,19,TRAIN69,1.8407435448247547,109.86124065968633,11,1,71,25-40,Male,Delay in departure
2022-01-08,10:24,Ipoh,52,BUS927,5.822708002812957,105.75554639025759,20,2,59,18-24,Female,Service was excellent
2023-09-10,11:27,Malacca,36,TRAIN34,2.5108654179552765,108.62715604219389,22,0,93,40-60,Male,Cleanliness was lacking
2022-05-18,13:14,Malacca,129,TRAIN84,1.352925147205597,101.31242381787558,28,0,52,18-24,Male,Missing value
2023-11-26,23:05,Langkawi,128,TRAIN65,4.98850147029629,109.62993258777492,13,4,51,25-40,Male,Driver was friendly
2023-01-12,23:42,Malacca,52,BUS424,4.27178773536204,108.19220901076561,14,2,51,25-40,Male,Missing value
2023-12-23,07:49,Cameron Highlands,72,TRAIN06,6.577828652030207,109.22246796152263,23,3,89,18-24,Male,Poor signage at the station
2022-05-29,05:38,Malacca,21,TRAIN59,5.695845779684871,102.04210167775143,17,3,72,18-24,Male,Duplicate
2022-09-17,11:53,Malacca,135,BUS548,1.2161176185305567,100.55170989020687,13,4,70,18-24,Female,Cleanliness was lacking
2022-05-07,11:24,Kota Kinabalu,40,BUS606,4.178793298861382,102.62933486283508,19,1,60,25-40,Male,Bus arrived on time
2023-08-01,17:21,Port Dickson,96,BUS557,6.2069795086965245,106.20574300618401,22,2,94,40-60,Male,Station was well-maintained
2023-06-17,18:25,Port Dickson,39,BUS711,1.1100138798866925,102.16058139506508,18,0,59,25-40,Female,Driver was friendly
2022-11-21,05:49,Langkawi,42,BUS446,3.2407885968299013,115.34650150015491,13,4,54,40-60,Male,Missing value
2022-04-23,08:49,Johor Bahru,50,TRAIN17,5.998550525337678,117.26829211694323,17,0,95,40-60,Male,Train was overcrowded
2023-10-13,10:31,Ipoh,128,TRAIN50,2.49601368831758,111.65318351516315,25,0,73,18-24,Female,Bus arrived on time
2022-08-26,07:11,Penang,12,TRAIN22,1.0730912265740176,112.55861753346065,26,0,98,40-60,Female,Poor signage at the station
2022-12-27,21:14,Georgetown,43,BUS290,3.0434341594868277,119.20073885262516,15,1,58,25-40,Male,Bus arrived on time
2023-07-10,00:01,Cameron Highlands,52,TRAIN01,1.2075372281475452,111.02835129123315,14,3,66,25-40,Male,Seats were uncomfortable
2022-03-05,21:01,Missing value,46,BUS263,6.494141795581363,117.37375425664467,19,1,84,18-24,Male,Duplicate
2023-03-31,04:58,Ipoh,138,BUS349,6.116673012320805,114.54588471029437,19,1,95,40-60,Male,Cleanliness was lacking
2022-09-23,12:08,Georgetown,60,BUS030,3.53152904495261,111.08446992133946,12,3,80,25-40,Male,Outlier
2023-03-21,18:12,Malacca,48,BUS862,3.4469124519855283,110.22894344864208,19,3,58,25-40,Female,Delay in departure
2023-08-27,19:03,Kuala Lumpur,65,BUS742,6.87655559780203,100.5969156629068,14,4,85,18-24,Male,Service was excellent
2023-09-16,10:07,Kota Kinabalu,22,BUS075,3.935567204938084,105.9503486179577,10,1,78,18-24,Female,Service was excellent
2023-02-24,20:28,Malacca,135,BUS097,3.6201361426301153,104.7438220657481,17,2,73,40-60,Male,Train was overcrowded
2022-12-06,14:08,Penang,25,BUS271,3.4028174946369276,105.84974014596648,25,0,55,40-60,Female,Station was well-maintained
2022-10-02,14:35,Kuching,36,BUS831,2.9061850144653425,113.32098374550718,24,2,85,18-24,Female,Train was overcrowded
2023-01-05,03:17,Georgetown,26,TRAIN68,3.059387684923209,110.32103870637553,11,2,78,18-24,Male,Missing value
2022-08-15,23:53,Malacca,92,BUS338,3.6663026225113815,108.08967982617787,21,2,62,40-60,Male,Station was well-maintained
2022-08-14,21:12,Kuching,141,TRAIN99,6.541140343188441,113.06085380857522,18,3,86,40-60,Female,Service was excellent
2023-10-06,13:07,Kota Kinabalu,68,TRAIN69,6.267088454630706,103.58732812324192,22,4,76,18-24,Female,Train was overcrowded
2022-08-17,15:46,Kuching,112,TRAIN04,5.5766134094703315,104.72964616834739,22,1,70,18-24,Female,Train was overcrowded
2023-01-05,07:30,Cameron Highlands,81,TRAIN84,5.7027059690461455,109.62563404716272,15,3,85,25-40,Female,Train was overcrowded
2022-05-09,19:42,Kota Kinabalu,67,TRAIN79,3.5435321783407305,114.11541617889854,12,4,73,18-24,Male,Duplicate
2022-01-25,13:50,Cameron Highlands,122,TRAIN82,4.496928888692739,102.1830138004291,18,4,52,25-40,Male,Service was excellent
2023-11-30,01:43,Kota Kinabalu,76,BUS466,6.381524792484098,116.92057416896833,15,4,60,18-24,Male,Seats were uncomfortable
2022-10-20,18:14,Kuching,70,BUS524,2.9852659336480465,115.14643086255447,15,4,54,18-24,Female,Driver was friendly
2022-12-22,05:56,Georgetown,20,TRAIN23,3.3845076031437724,112.84536561050734,20,0,99,18-24,Male,Driver was friendly
2022-05-15,08:50,Ipoh,61,BUS811,2.59049361357912,108.85863262518217,16,0,85,18-24,Female,Train was overcrowded
2022-01-04,02:26,Kota Kinabalu,108,TRAIN61,1.2696326824294244,116.28502167773004,20,3,85,25-40,Male,Bus arrived on time
2022-08-15,11:44,Port Dickson,10,TRAIN78,1.0974019198095746,107.60838582066013,10,1,68,40-60,Male,Service was excellent
2023-11-12,11:40,Kuching,80,TRAIN04,2.634626772377162,103.96912704323026,14,1,68,40-60,Male,Delay in departure
2023-03-21,04:49,Johor Bahru,23,TRAIN26,6.647041197935734,103.95240818561416,13,3,76,40-60,Female,Bus arrived on time
2023-02-22,12:17,Kuching,35,TRAIN83,2.9454280484171926,118.25477500317149,14,1,92,25-40,Male,Train was overcrowded
2022-10-12,10:48,Georgetown,101,TRAIN24,6.331433191471094,111.86948145349123,13,3,83,18-24,Female,Driver was friendly
2022-01-27,10:11,Johor Bahru,57,TRAIN14,1.7087357839449804,104.82040719521115,20,1,89,40-60,Female,Delay in departure
2022-09-06,02:10,Malacca,79,TRAIN84,5.048016702902118,104.64349692544492,23,2,69,18-24,Female,Cleanliness was lacking
2023-01-01,12:49,Penang,115,TRAIN13,2.9714626166548275,109.59500141124096,23,0,69,18-24,Male,Missing value
